"11ay -- Deaths, age-standardised and crude deaths rates by underlying cause of death (time series classification) and sex, whole population and persons aged 15-64, 1971-2024"

"Sex","Underlying cause of death (time series classification)","Year","Deaths, whole population","Age-standardised death rate, whole population (1/100 000)","Crude death rate, whole population (1/100 000)","Age-standardised death rate, whole population, annual change (%)","Deaths, aged 15-64","Age-standardised death rate, aged 15-64 (1/100 000)","Crude death rate, aged 15-64 (1/100 000)","Age-standardised death rate, aged 15-64, annual change (%)"
"Total","52 Event of undetermined intent (Y16-Y34, Y872)","2017",51,0.9,0.9,-35.7,35,1.0,1.0,-37.5
"Total","52 Event of undetermined intent (Y16-Y34, Y872)","2018",70,1.2,1.3,33.3,48,1.4,1.4,40.0
"Total","52 Event of undetermined intent (Y16-Y34, Y872)","2019",53,1.0,1.0,-16.7,36,1.1,1.1,-21.4
"Total","52 Event of undetermined intent (Y16-Y34, Y872)","2020",74,1.3,1.3,30.0,51,1.5,1.5,36.4
"Total","52 Event of undetermined intent (Y16-Y34, Y872)","2021",55,1.0,1.0,-23.1,39,1.1,1.1,-26.7
"Total","52 Event of undetermined intent (Y16-Y34, Y872)","2022",48,0.8,0.9,-20.0,34,1.0,1.0,-9.1
"Total","52 Event of undetermined intent (Y16-Y34, Y872)","2023",70,1.2,1.3,50.0,50,1.5,1.5,50.0
"Total","52 Event of undetermined intent (Y16-Y34, Y872)","2024",55,1.0,1.0,-16.7,40,1.2,1.2,-20.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2000",5,0.1,0.1,0.0,2,0.1,0.1,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2001",3,0.1,0.1,0.0,0,0.0,0.0,-100.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2002",5,0.1,0.1,0.0,0,0.0,0.0,0.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2003",2,0.0,0.0,-100.0,1,0.0,0.0,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2004",4,0.1,0.1,..,1,0.0,0.0,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2005",7,0.2,0.1,100.0,1,0.0,0.0,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2006",3,0.1,0.1,-50.0,2,0.1,0.1,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2007",8,0.2,0.2,100.0,5,0.1,0.1,0.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2008",6,0.1,0.1,-50.0,1,0.0,0.0,-100.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2009",7,0.1,0.1,0.0,4,0.1,0.1,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2010",6,0.1,0.1,0.0,1,0.0,0.0,-100.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2011",5,0.1,0.1,0.0,2,0.1,0.1,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2012",15,0.3,0.3,200.0,1,0.0,0.0,-100.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2013",9,0.2,0.2,-33.3,1,0.0,0.0,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2014",16,0.3,0.3,50.0,3,0.1,0.1,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2015",7,0.1,0.1,-66.7,3,0.1,0.1,0.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2016",12,0.2,0.2,100.0,6,0.2,0.2,100.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2017",6,0.1,0.1,-50.0,1,0.0,0.0,-100.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2018",6,0.1,0.1,0.0,2,0.1,0.1,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2019",8,0.1,0.1,0.0,1,0.0,0.0,-100.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2020",5,0.1,0.1,0.0,1,0.0,0.0,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2021",15,0.3,0.3,200.0,8,0.2,0.2,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2022",9,0.1,0.2,-66.7,1,0.0,0.0,-100.0
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2023",7,0.1,0.1,0.0,1,0.0,0.0,..
"Total","53 Other external causes and sequelae of other external causes (Y35-Y84, Y88-Y89, U129)","2024",8,0.1,0.1,0.0,5,0.1,0.1,..
"Total","54 No death certificate","2000",40,0.9,0.8,0.0,24,0.7,0.7,40.0
"Total","54 No death certificate","2001",75,1.7,1.4,88.9,41,1.2,1.2,71.4
"Total","54 No death certificate","2002",94,2.2,1.8,29.4,39,1.2,1.1,0.0
"Total","54 No death certificate","2003",121,2.6,2.3,18.2,61,1.8,1.8,50.0
"Total","54 No death certificate","2004",135,2.9,2.6,11.5,63,1.8,1.8,0.0
"Total","54 No death certificate","2005",118,2.5,2.2,-13.8,58,1.7,1.7,-5.6
"Total","54 No death certificate","2006",135,3.0,2.6,20.0,46,1.3,1.3,-23.5
"Total","54 No death certificate","2007",139,2.9,2.6,-3.3,57,1.6,1.6,23.1
"Total","54 No death certificate","2008",146,3.0,2.7,3.4,57,1.6,1.6,0.0
"Total","54 No death certificate","2009",157,3.2,2.9,6.7,71,1.9,2.0,18.8
"Total","54 No death certificate","2010",107,2.1,2.0,-34.4,57,1.6,1.6,-15.8
"Total","54 No death certificate","2011",132,2.5,2.4,19.0,58,1.5,1.6,-6.3
"Total","54 No death certificate","2012",226,4.4,4.2,76.0,92,2.6,2.6,73.3
"Total","54 No death certificate","2013",267,4.9,4.9,11.4,123,3.3,3.5,26.9
"Total","54 No death certificate","2014",477,8.7,8.7,77.6,169,4.6,4.8,39.4
"Total","54 No death certificate","2015",356,6.6,6.5,-24.1,84,2.4,2.4,-47.8
"Total","54 No death certificate","2016",90,1.6,1.6,-75.8,21,0.6,0.6,-75.0
"Total","54 No death certificate","2017",143,2.6,2.6,62.5,20,0.6,0.6,0.0
"Total","54 No death certificate","2018",121,2.2,2.2,-15.4,19,0.5,0.6,-16.7
"Total","54 No death certificate","2019",130,2.2,2.4,0.0,22,0.6,0.6,20.0
"Total","54 No death certificate","2020",128,2.1,2.3,-4.5,19,0.5,0.6,-16.7
"Total","54 No death certificate","2021",322,5.2,5.8,147.6,33,0.9,1.0,80.0
"Total","54 No death certificate","2022",439,7.0,7.9,34.6,55,1.6,1.6,77.8
"Total","54 No death certificate","2023",284,4.5,5.1,-35.7,36,1.0,1.0,-37.5
"Total","54 No death certificate","2024",515,7.9,9.2,75.6,39,1.1,1.1,10.0
"Males","00-54 Total","2000",24042,1721.1,951.7,-3.0,7440,457.9,425.0,-4.2
"Males","00-54 Total","2001",23760,1664.4,937.8,-3.3,7211,437.2,411.0,-4.5
"Males","00-54 Total","2002",23985,1645.9,943.8,-1.1,7150,426.1,406.7,-2.5
"Males","00-54 Total","2003",23935,1599.8,939.0,-2.8,7338,431.2,416.8,1.2
"Males","00-54 Total","2004",23878,1531.3,933.7,-4.3,7541,437.3,427.7,1.4
"Males","00-54 Total","2005",23965,1495.2,933.5,-2.4,7644,435.2,432.2,-0.5
"Males","00-54 Total","2006",24334,1477.8,943.9,-1.2,7475,419.2,421.7,-3.7
"Males","00-54 Total","2007",24805,1457.5,957.6,-1.4,7629,421.7,428.9,0.6
"Males","00-54 Total","2008",24451,1393.2,938.9,-4.4,7614,412.5,425.9,-2.2
"Males","00-54 Total","2009",25152,1402.0,960.6,0.6,7389,395.3,412.0,-4.2
"Males","00-54 Total","2010",25547,1385.5,970.7,-1.2,7319,388.0,407.9,-1.8
"Males","00-54 Total","2011",25327,1342.0,957.4,-3.1,6917,368.6,386.5,-5.0
"Males","00-54 Total","2012",25646,1324.1,964.3,-1.3,6525,350.4,366.0,-4.9
"Males","00-54 Total","2013",25627,1286.8,958.6,-2.8,6292,340.8,354.4,-2.7
"Males","00-54 Total","2014",25864,1265.2,962.9,-1.7,5949,325.5,336.6,-4.5
"Males","00-54 Total","2015",25884,1232.1,959.8,-2.6,5634,310.4,320.1,-4.6
"Males","00-54 Total","2016",26947,1248.9,995.5,1.4,5613,311.4,319.7,0.3
"Males","00-54 Total","2017",26859,1212.5,989.0,-2.9,5358,298.1,305.9,-4.3
"Males","00-54 Total","2018",27182,1197.3,998.9,-1.3,5274,295.5,302.1,-0.9
"Males","00-54 Total","2019",27088,1162.4,993.8,-2.9,4960,279.3,284.7,-5.5
"Males","00-54 Total","2020",27971,1162.9,1024.2,0.0,5253,297.3,301.8,6.4
"Males","00-54 Total","2021",29140,1183.4,1064.1,1.8,5017,284.4,288.2,-4.3
"Males","00-54 Total","2022",31703,1260.6,1153.6,6.5,4996,284.3,286.1,0.0
"Males","00-54 Total","2023",31110,1212.6,1125.7,-3.8,4920,279.2,279.7,-1.8
"Males","00-54 Total","2024",29583,1119.5,1063.2,-7.7,4591,259.4,258.8,-7.1
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2000",21477,1592.6,850.2,-2.9,5607,351.9,320.3,-2.9
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2001",21120,1535.2,833.6,-3.6,5330,328.6,303.8,-6.6
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2002",21420,1519.4,842.9,-1.0,5410,326.2,307.7,-0.7
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2003",21316,1471.0,836.3,-3.2,5561,330.0,315.9,1.2
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2004",21205,1404.4,829.1,-4.5,5739,335.2,325.5,1.6
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2005",21323,1368.6,830.6,-2.5,5898,336.5,333.5,0.4
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2006",21669,1356.4,840.5,-0.9,5661,317.1,319.3,-5.8
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2007",22200,1337.2,857.1,-1.4,5909,325.4,332.2,2.6
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2008",21778,1270.8,836.3,-5.0,5856,314.4,327.5,-3.4
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2009",22542,1284.0,860.9,1.0,5699,301.5,317.8,-4.1
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2010",23051,1276.2,875.9,-0.6,5700,298.2,317.6,-1.1
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2011",22884,1235.0,865.0,-3.2,5402,284.5,301.8,-4.6
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2012",23316,1223.1,876.7,-1.0,5143,273.1,288.4,-4.0
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2013",23244,1184.8,869.4,-3.1,4867,261.2,274.2,-4.4
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2014",23454,1163.1,873.2,-1.8,4631,251.3,262.0,-3.8
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2015",23654,1139.9,877.2,-2.0,4433,242.7,251.9,-3.4
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2016",24776,1158.9,915.3,1.7,4461,245.9,254.1,1.3
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2017",24588,1117.7,905.4,-3.6,4211,233.0,240.4,-5.2
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2018",24899,1105.1,915.0,-1.1,4120,229.8,236.0,-1.4
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2019",24960,1077.7,915.7,-2.5,3881,217.9,222.8,-5.2
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2020",25804,1076.9,944.8,-0.1,4188,236.3,240.6,8.4
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2021",26909,1096.4,982.6,1.8,3993,225.8,229.4,-4.4
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2022",29441,1173.5,1071.2,7.0,3996,226.8,228.9,0.4
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2023",28825,1125.9,1043.0,-4.1,3884,220.1,220.8,-3.0
"Males","00-41 Diseases and accidental poisoning by alcohol (A00-R99, U071, U072, U109, X45)","2024",27204,1031.3,977.7,-8.4,3567,201.5,201.0,-8.5
"Males","00 COVID-19 virus infection (U071, U072, U109)","2000",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2001",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2002",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2003",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2004",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2005",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2006",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2007",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2008",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2009",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2010",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2011",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2012",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2013",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2014",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2015",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2016",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2017",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2018",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2019",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","00 COVID-19 virus infection (U071, U072, U109)","2020",282,12.1,10.3,..,37,2.1,2.1,..
"Males","00 COVID-19 virus infection (U071, U072, U109)","2021",539,21.7,19.7,79.3,94,5.3,5.4,152.4
"Males","00 COVID-19 virus infection (U071, U072, U109)","2022",2278,97.2,82.9,347.9,140,7.9,8.0,49.1
"Males","00 COVID-19 virus infection (U071, U072, U109)","2023",1266,52.4,45.8,-46.1,47,2.6,2.7,-67.1
"Males","00 COVID-19 virus infection (U071, U072, U109)","2024",393,15.7,14.1,-70.0,18,1.0,1.0,-61.5
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2000",169,12.9,6.7,4.9,51,3.2,2.9,3.2
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2001",180,11.6,7.1,-10.1,56,3.4,3.2,6.3
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2002",181,12.4,7.1,6.9,42,2.5,2.4,-26.5
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2003",167,10.7,6.6,-13.7,54,3.2,3.1,28.0
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2004",153,10.1,6.0,-5.6,45,2.6,2.6,-18.8
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2005",173,11.1,6.7,9.9,57,3.2,3.2,23.1
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2006",154,10.0,6.0,-9.9,39,2.2,2.2,-31.3
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2007",217,13.9,8.4,39.0,54,3.0,3.0,36.4
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2008",188,11.2,7.2,-19.4,51,2.8,2.9,-6.7
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2009",196,11.9,7.5,6.3,47,2.6,2.6,-7.1
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2010",200,12.0,7.6,0.8,43,2.3,2.4,-11.5
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2011",191,10.4,7.2,-13.3,52,2.8,2.9,21.7
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2012",159,8.7,6.0,-16.3,32,1.7,1.8,-39.3
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2013",155,7.8,5.8,-10.3,33,1.8,1.9,5.9
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2014",139,7.1,5.2,-9.0,27,1.5,1.5,-16.7
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2015",132,6.4,4.9,-9.9,25,1.4,1.4,-6.7
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2016",151,6.9,5.6,7.8,45,2.5,2.6,78.6
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2017",145,6.4,5.3,-7.2,23,1.3,1.3,-48.0
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2018",122,5.4,4.5,-15.6,29,1.7,1.7,30.8
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2019",98,4.3,3.6,-20.4,24,1.4,1.4,-17.6
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2020",96,4.0,3.5,-7.0,24,1.3,1.4,-7.1
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2021",101,4.0,3.7,0.0,13,0.7,0.7,-46.2
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2022",118,4.7,4.3,17.5,18,1.0,1.0,42.9
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2023",95,3.7,3.4,-21.3,22,1.2,1.3,20.0
"Males","01-03 Certain infectious and parasitic diseases (A00-B99, J65)","2024",96,3.7,3.5,0.0,24,1.4,1.4,16.7
"Males","01 Tuberculosis (A15-A19, B90, J65)","2000",64,4.7,2.5,11.9,12,0.8,0.7,33.3
"Males","01 Tuberculosis (A15-A19, B90, J65)","2001",52,3.8,2.1,-19.1,8,0.5,0.5,-37.5
"Males","01 Tuberculosis (A15-A19, B90, J65)","2002",52,3.9,2.0,2.6,5,0.3,0.3,-40.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2003",37,2.4,1.5,-38.5,8,0.5,0.5,66.7
"Males","01 Tuberculosis (A15-A19, B90, J65)","2004",33,2.2,1.3,-8.3,4,0.2,0.2,-60.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2005",41,3.0,1.6,36.4,6,0.3,0.3,50.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2006",27,1.8,1.0,-40.0,4,0.2,0.2,-33.3
"Males","01 Tuberculosis (A15-A19, B90, J65)","2007",30,1.8,1.2,0.0,4,0.2,0.2,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2008",26,1.9,1.0,5.6,4,0.2,0.2,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2009",28,1.9,1.1,0.0,3,0.2,0.2,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2010",22,1.4,0.8,-26.3,4,0.2,0.2,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2011",28,1.7,1.1,21.4,4,0.2,0.2,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2012",26,1.5,1.0,-11.8,2,0.1,0.1,-50.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2013",16,0.8,0.6,-46.7,1,0.0,0.1,-100.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2014",19,1.1,0.7,37.5,0,0.0,0.0,..
"Males","01 Tuberculosis (A15-A19, B90, J65)","2015",16,0.8,0.6,-27.3,0,0.0,0.0,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2016",17,0.8,0.6,0.0,2,0.1,0.1,..
"Males","01 Tuberculosis (A15-A19, B90, J65)","2017",13,0.6,0.5,-25.0,2,0.1,0.1,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2018",19,1.0,0.7,66.7,1,0.1,0.1,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2019",13,0.6,0.5,-40.0,0,0.0,0.0,-100.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2020",9,0.4,0.3,-33.3,3,0.2,0.2,..
"Males","01 Tuberculosis (A15-A19, B90, J65)","2021",7,0.3,0.3,-25.0,2,0.1,0.1,-50.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2022",8,0.3,0.3,0.0,1,0.1,0.1,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2023",13,0.6,0.5,100.0,1,0.1,0.1,0.0
"Males","01 Tuberculosis (A15-A19, B90, J65)","2024",8,0.3,0.3,-50.0,2,0.1,0.1,0.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2000",8,0.3,0.3,50.0,8,0.5,0.5,150.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2001",3,0.1,0.1,-66.7,3,0.2,0.2,-60.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2002",5,0.2,0.2,100.0,5,0.3,0.3,50.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2003",7,0.3,0.3,50.0,7,0.4,0.4,33.3
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2004",6,0.2,0.2,-33.3,5,0.3,0.3,-25.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2005",9,0.3,0.4,50.0,9,0.5,0.5,66.7
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2006",6,0.2,0.2,-33.3,5,0.3,0.3,-40.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2007",10,0.4,0.4,100.0,10,0.6,0.6,100.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2008",7,0.3,0.3,-25.0,7,0.4,0.4,-33.3
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2009",2,0.1,0.1,-66.7,2,0.1,0.1,-75.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2010",5,0.2,0.2,100.0,5,0.3,0.3,200.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2011",4,0.2,0.2,0.0,3,0.2,0.2,-33.3
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2012",6,0.2,0.2,0.0,5,0.3,0.3,50.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2013",3,0.1,0.1,-50.0,2,0.1,0.1,-66.7
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2014",0,0.0,0.0,-100.0,0,0.0,0.0,-100.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2015",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2016",5,0.2,0.2,..,5,0.3,0.3,..
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2017",5,0.2,0.2,0.0,3,0.2,0.2,-33.3
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2018",2,0.1,0.1,-50.0,1,0.1,0.1,-50.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2019",2,0.1,0.1,0.0,2,0.1,0.1,0.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2020",2,0.1,0.1,0.0,1,0.1,0.1,0.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2021",3,0.1,0.1,0.0,1,0.1,0.1,0.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2022",5,0.2,0.2,100.0,2,0.1,0.1,0.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2023",4,0.1,0.1,-50.0,2,0.1,0.1,0.0
"Males","02 Human  immunodeficiency virus (HIV) disease (B20-B24)","2024",0,0.0,0.0,-100.0,0,0.0,0.0,-100.0
"Males","03 Other infectious and parasitic diseases (A00-A09, A20-B19, B25-B89, B91-B99)","2000",97,7.9,3.8,0.0,31,1.9,1.8,-13.6
"Males","03 Other infectious and parasitic diseases (A00-A09, A20-B19, B25-B89, B91-B99)","2001",125,7.7,4.9,-2.5,45,2.7,2.6,42.1
"Males","03 Other infectious and parasitic diseases (A00-A09, A20-B19, B25-B89, B91-B99)","2002",124,8.3,4.9,7.8,32,1.9,1.8,-29.6
"Males","03 Other infectious and parasitic diseases (A00-A09, A20-B19, B25-B89, B91-B99)","2003",123,8.1,4.8,-2.4,39,2.3,2.2,21.1
"Males","03 Other infectious and parasitic diseases (A00-A09, A20-B19, B25-B89, B91-B99)","2004",114,7.6,4.5,-6.2,36,2.1,2.0,-8.7
"Males","03 Other infectious and parasitic diseases (A00-A09, A20-B19, B25-B89, B91-B99)","2005",123,7.8,4.8,2.6,42,2.4,2.4,14.3
"Males","03 Other infectious and parasitic diseases (A00-A09, A20-B19, B25-B89, B91-B99)","2006",121,8.0,4.7,2.6,30,1.7,1.7,-29.2
